organization_id,original_value,normalized_number,extension,country_code,is_valid,parse_error,use,sequence,organization_original_id,created_at
eaed0f70-5e9c-5e8b-ade2-481528938fa8,(650)559-6040,+16505596040,,+1,True,,,3,OR.GH--Cz768401237--17,2025-10-28T05:29:11.333656
eaed0f70-5e9c-5e8b-ade2-481528938fa8,(650)559-6040,+16505596040,,+1,True,,,4,OR.GH--Cz768401237--17,2025-10-28T05:29:11.333657
eaed0f70-5e9c-5e8b-ade2-481528938fa8,(650)559-6040,+16505596040,,+1,True,,,5,OR.GH--Cz768401237--17,2025-10-28T05:29:11.333658
eaed0f70-5e9c-5e8b-ade2-481528938fa8,(650)559-6040,+16505596040,,+1,True,,,6,OR.GH--Cz768401237--17,2025-10-28T05:29:11.333659
eaed0f70-5e9c-5e8b-ade2-481528938fa8,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,7,OR.GH--Cz768401237--17,2025-10-28T05:29:11.333660
eaed0f70-5e9c-5e8b-ade2-481528938fa8,(212)123-4567,+12121234567,,+1,False,,,8,OR.GH--Cz768401237--17,2025-10-28T05:29:11.333661
eaed0f70-5e9c-5e8b-ade2-481528938fa8,(925)425-0093,+19254250093,,+1,True,,,9,OR.GH--Cz768401237--17,2025-10-28T05:29:11.333662
e975fa4e-5c66-5da8-aa8a-d57aae791557,(555)867-5309,+15558675309,,+1,False,,,0,OR.GH--0682QWCAV0F9HK97EQVT,2025-10-28T05:29:11.546113
e975fa4e-5c66-5da8-aa8a-d57aae791557,(555)867-5309,+15558675309,,+1,False,,,1,OR.GH--0682QWCAV0F9HK97EQVT,2025-10-28T05:29:11.546115
e975fa4e-5c66-5da8-aa8a-d57aae791557,(555)867-5309,+15558675309,,+1,False,,,2,OR.GH--0682QWCAV0F9HK97EQVT,2025-10-28T05:29:11.546116
f3765a21-0b35-5c4a-90b6-601c3280e00f,(888)123-4567,+18881234567,,+1,False,,,0,OR.GH--JS538684588--8,2025-10-28T05:29:11.781009
f3765a21-0b35-5c4a-90b6-601c3280e00f,(888)457-0096,+18884570096,,+1,True,,,1,OR.GH--JS538684588--8,2025-10-28T05:29:11.781010
f3765a21-0b35-5c4a-90b6-601c3280e00f,(555)555-5555,+15555555555,,+1,False,,,2,OR.GH--JS538684588--8,2025-10-28T05:29:11.781012
f3765a21-0b35-5c4a-90b6-601c3280e00f,(757)300-3000,+17573003000,,+1,True,,,3,OR.GH--JS538684588--8,2025-10-28T05:29:11.781013
f3765a21-0b35-5c4a-90b6-601c3280e00f,(757)333-0000,+17573330000,,+1,True,,,4,OR.GH--JS538684588--8,2025-10-28T05:29:11.781014
f3765a21-0b35-5c4a-90b6-601c3280e00f,(925)425-0093,+19254250093,,+1,True,,,5,OR.GH--JS538684588--8,2025-10-28T05:29:11.781015
0569709d-29b7-5815-8521-0486b220b3b0,(925)425-0093,+19254250093,,+1,True,,,0,OR.GH--KI161068714--2,2025-10-28T05:29:12.249269
49630813-d542-56af-92c4-529eeaa6ca38,(555)867-5309,+15558675309,,+1,False,,,0,OR.GH--Rz234603236--2,2025-10-28T05:29:12.476843
49630813-d542-56af-92c4-529eeaa6ca38,(555)867-5309,+15558675309,,+1,False,,,1,OR.GH--Rz234603236--2,2025-10-28T05:29:12.476845
49630813-d542-56af-92c4-529eeaa6ca38,(555)867-5309,+15558675309,,+1,False,,,2,OR.GH--Rz234603236--2,2025-10-28T05:29:12.476846
6f1f3b0f-c863-5e5a-a8d2-125ca6b11ee6,(555)867-5309,+15558675309,,+1,False,,,0,OR.GH--Gz589866445--4,2025-10-28T05:29:12.729892
6f1f3b0f-c863-5e5a-a8d2-125ca6b11ee6,(555)867-5309,+15558675309,,+1,False,,,1,OR.GH--Gz589866445--4,2025-10-28T05:29:12.729893
6f1f3b0f-c863-5e5a-a8d2-125ca6b11ee6,(555)867-5309,+15558675309,,+1,False,,,2,OR.GH--Gz589866445--4,2025-10-28T05:29:12.729894
20952891-40af-599a-9876-966166f14787,(770)555-5555,+17705555555,,+1,True,,,0,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960280
20952891-40af-599a-9876-966166f14787,(404)555-5555,+14045555555,,+1,True,,,1,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960282
20952891-40af-599a-9876-966166f14787,(254)229-1772,+12542291772,,+1,True,,,2,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960283
20952891-40af-599a-9876-966166f14787,(650)429-3300,+16504293300,,+1,True,,,3,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960284
20952891-40af-599a-9876-966166f14787,(650)559-6040,+16505596040,,+1,True,,,4,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960285
20952891-40af-599a-9876-966166f14787,(650)559-6040,+16505596040,,+1,True,,,5,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960286
20952891-40af-599a-9876-966166f14787,(650)559-6040,+16505596040,,+1,True,,,6,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960287
20952891-40af-599a-9876-966166f14787,(650)559-6040,+16505596040,,+1,True,,,7,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960288
20952891-40af-599a-9876-966166f14787,(650)559-6040,+16505596040,,+1,True,,,8,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960289
20952891-40af-599a-9876-966166f14787,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,9,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960290
20952891-40af-599a-9876-966166f14787,(925)425-0093,+19254250093,,+1,True,,,10,OR.GH--Cz682891397--2,2025-10-28T05:29:12.960291
5a0ecc96-bad7-5395-8f27-a0912c83b252,(787)266-9151,+17872669151,,+1,True,,,0,OR.GH--05XCC6CXXYAEPG2QF5PF,2025-10-28T05:29:13.229541
5a0ecc96-bad7-5395-8f27-a0912c83b252,(555)867-5309,+15558675309,,+1,False,,,1,OR.GH--05XCC6CXXYAEPG2QF5PF,2025-10-28T05:29:13.229542
5a0ecc96-bad7-5395-8f27-a0912c83b252,(555)867-5309,+15558675309,,+1,False,,,2,OR.GH--05XCC6CXXYAEPG2QF5PF,2025-10-28T05:29:13.229543
5a0ecc96-bad7-5395-8f27-a0912c83b252,(555)867-5309,+15558675309,,+1,False,,,3,OR.GH--05XCC6CXXYAEPG2QF5PF,2025-10-28T05:29:13.229544
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)923-7450,+17329237450,,+1,True,,,0,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491396
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(866)742-5762,+18667425762,,+1,True,,,1,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491398
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(555)867-5309,+15558675309,,+1,False,,,2,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491399
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)222-1711,+17322221711,,+1,True,,,3,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491400
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(555)867-5309,+15558675309,,+1,False,,,4,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491401
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)222-1711,+17322221711,,+1,True,,,5,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491402
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)930-2611,+17329302611,,+1,True,,,6,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491403
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)557-5000,+17325575000,,+1,True,,,7,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491404
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)361-0010,+17323610010,,+1,True,,,8,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491405
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)222-1711,+17322221711,,+1,True,,,9,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491406
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)363-1900,+17323631900,,+1,True,,,10,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491407
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)923-5000,+17329235000,,+1,True,,,11,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491408
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)222-1711,+17322221711,,+1,True,,,12,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491409
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)222-6046,+17322226046,,+1,True,,,13,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491410
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(732)222-1711,+17322221711,,+1,True,,,14,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491411
30aaedf4-48d5-54ed-b2f1-3df21a99d03a,(555)867-5309,+15558675309,,+1,False,,,15,OR.GH--Dz883563370--75,2025-10-28T05:29:13.491412
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)825-4500,+19048254500,,+1,True,,,0,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716734
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)997-3800,+19049973800,,+1,True,,,1,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716736
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)825-4500,+19048254500,,+1,True,,,2,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716737
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)516-3737,+19045163737,,+1,True,,,3,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716738
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(386)387-8500,+13863878500,,+1,True,,,4,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716739
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)367-2611,+19043672611,,+1,True,,,5,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716740
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)829-0443,+19048290443,,+1,True,,,6,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716741
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)388-2619,+19043882619,,+1,True,,,7,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716742
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)825-4500,+19048254500,,+1,True,,,8,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716743
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)308-4086,+19043084086,,+1,True,,,9,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716744
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)366-2619,+19043662619,,+1,True,,,10,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716745
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)264-6201,+19042646201,,+1,True,,,11,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716746
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)388-2619,+19043882619,,+1,True,,,12,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716747
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)825-4500,+19048254500,,+1,True,,,13,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716748
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)363-2113,+19043632113,,+1,True,,,14,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716749
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)739-7779,+19047397779,,+1,True,,,15,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716750
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)538-4490,+19045384490,,+1,True,,,16,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716751
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)516-3737,+19045163737,,+1,True,,,17,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716752
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)823-3800,+19048233800,,+1,True,,,18,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716753
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)214-8050,+19042148050,,+1,True,,,19,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716754
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)516-3737,+19045163737,,+1,True,,,20,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716755
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)516-3737,+19045163737,,+1,True,,,21,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716756
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)829-0443,+19048290443,,+1,True,,,22,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716757
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)264-6201,+19042646201,,+1,True,,,23,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716758
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)821-6000,+19048216000,,+1,True,,,24,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716759
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)364-0554,+19043640554,,+1,True,,,25,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716760
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)244-0411,+19042440411,,+1,True,,,26,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716761
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)953-2000,+19049532000,,+1,True,,,27,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716762
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)345-7600,+19043457600,,+1,True,,,28,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716763
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)627-2900,+19046272900,,+1,True,,,29,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716764
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)516-1000,+19045161000,,+1,True,,,30,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716765
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)202-2000,+19042022000,,+1,True,,,31,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716766
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)321-3500,+19043213500,,+1,True,,,32,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716767
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)819-5155,+19048195155,,+1,True,,,33,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716769
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)399-6111,+19043996111,,+1,True,,,34,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716770
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)296-3700,+19042963700,,+1,True,,,35,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716771
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)602-2600,+19046022600,,+1,True,,,36,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716772
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)308-7428,+19043087428,,+1,True,,,37,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716773
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)296-5600,+19042965600,,+1,True,,,38,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716777
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(904)260-9445,+19042609445,,+1,True,,,39,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716778
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(123)123-1234,+11231231234,,+1,False,,,40,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716779
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(123)123-1234,+11231231234,,+1,False,,,41,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716780
67f44b54-c03e-5ed5-9db0-6d6680d199fc,(555)867-5309,+15558675309,,+1,False,,,42,OR.GH--Pz234779415--3,2025-10-28T05:29:13.716781
346abf57-2bd0-5653-a5a5-c1559f73f119,(256)265-1000,+12562651000,,+1,True,,,0,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112986
346abf57-2bd0-5653-a5a5-c1559f73f119,(256)973-6722,+12569736722,,+1,True,,,1,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112987
346abf57-2bd0-5653-a5a5-c1559f73f119,(256)350-6364,+12563506364,,+1,True,,,2,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112988
346abf57-2bd0-5653-a5a5-c1559f73f119,(256)973-6722,+12569736722,,+1,True,,,3,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112989
346abf57-2bd0-5653-a5a5-c1559f73f119,(256)353-2979,+12563532979,,+1,True,,,4,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112990
346abf57-2bd0-5653-a5a5-c1559f73f119,(555)867-5309,+15558675309,,+1,False,,,5,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112992
346abf57-2bd0-5653-a5a5-c1559f73f119,(555)867-5309,+15558675309,,+1,False,,,6,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112993
346abf57-2bd0-5653-a5a5-c1559f73f119,(256)353-5151,+12563535151,,+1,True,,,7,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112994
346abf57-2bd0-5653-a5a5-c1559f73f119,(256)341-2000,+12563412000,,+1,True,,,8,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112995
346abf57-2bd0-5653-a5a5-c1559f73f119,(256)353-5151,+12563535151,,+1,True,,,9,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112996
346abf57-2bd0-5653-a5a5-c1559f73f119,(555)867-5309,+15558675309,,+1,False,,,10,OR.GH--Dz309841145--3,2025-10-28T05:29:14.112997
645e4f87-6d9e-5cd9-8180-ae869d035235,(703)987-6543,+17039876543,,+1,True,,,0,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390134
645e4f87-6d9e-5cd9-8180-ae869d035235,(703)646-6667,+17036466667,,+1,True,,,1,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390135
645e4f87-6d9e-5cd9-8180-ae869d035235,(712)234-5678,+17122345678,,+1,True,,,2,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390136
645e4f87-6d9e-5cd9-8180-ae869d035235,(718)123-4567,+17181234567,,+1,False,,,3,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390137
645e4f87-6d9e-5cd9-8180-ae869d035235,(254)229-1772,+12542291772,,+1,True,,,4,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390138
645e4f87-6d9e-5cd9-8180-ae869d035235,(650)429-3300,+16504293300,,+1,True,,,5,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390139
645e4f87-6d9e-5cd9-8180-ae869d035235,(650)559-6040,+16505596040,,+1,True,,,6,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390140
645e4f87-6d9e-5cd9-8180-ae869d035235,(650)559-6040,+16505596040,,+1,True,,,7,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390141
645e4f87-6d9e-5cd9-8180-ae869d035235,(650)559-6040,+16505596040,,+1,True,,,8,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390142
645e4f87-6d9e-5cd9-8180-ae869d035235,(650)559-6040,+16505596040,,+1,True,,,9,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390143
645e4f87-6d9e-5cd9-8180-ae869d035235,(650)559-6040,+16505596040,,+1,True,,,10,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390144
645e4f87-6d9e-5cd9-8180-ae869d035235,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,11,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390145
645e4f87-6d9e-5cd9-8180-ae869d035235,(404)788-8888,+14047888888,,+1,True,,,12,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390146
645e4f87-6d9e-5cd9-8180-ae869d035235,(555)555-6040,+15555556040,,+1,False,,,13,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390147
645e4f87-6d9e-5cd9-8180-ae869d035235,(555)555-1234,+15555551234,,+1,False,,,14,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390148
645e4f87-6d9e-5cd9-8180-ae869d035235,(239)770-2490,+12397702490,,+1,True,,,15,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390149
645e4f87-6d9e-5cd9-8180-ae869d035235,(239)555-3000,+12395553000,,+1,True,,,16,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390150
645e4f87-6d9e-5cd9-8180-ae869d035235,(212)123-4567,+12121234567,,+1,False,,,17,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390151
645e4f87-6d9e-5cd9-8180-ae869d035235,(925)425-0093,+19254250093,,+1,True,,,18,OR.GH--Jz371722734--5,2025-10-28T05:29:14.390152
b0180aba-731e-5f02-9963-1e7909a5fa36,(956)217-7000,+19562177000,,+1,True,,,0,OR.GH--cc920984766--44,2025-10-28T05:29:14.627198
b0180aba-731e-5f02-9963-1e7909a5fa36,(956)362-8677,+19563628677,,+1,True,,,1,OR.GH--cc920984766--44,2025-10-28T05:29:14.627199
b0180aba-731e-5f02-9963-1e7909a5fa36,(956)217-7000,+19562177000,,+1,True,,,2,OR.GH--cc920984766--44,2025-10-28T05:29:14.627200
21234e37-720c-5337-a0b6-19ddb99eb535,(555)867-5309,+15558675309,,+1,False,,,0,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856857
21234e37-720c-5337-a0b6-19ddb99eb535,(555)867-5309,+15558675309,,+1,False,,,1,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856859
21234e37-720c-5337-a0b6-19ddb99eb535,(609)395-5577,+16093955577,,+1,True,,,2,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856860
21234e37-720c-5337-a0b6-19ddb99eb535,(732)993-0891,+17329930891,,+1,True,,,3,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856861
21234e37-720c-5337-a0b6-19ddb99eb535,(732)745-8600,+17327458600,,+1,True,,,4,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856862
21234e37-720c-5337-a0b6-19ddb99eb535,(732)828-3000,+17328283000,,+1,True,,,5,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856863
21234e37-720c-5337-a0b6-19ddb99eb535,(732)745-8600,+17327458600,,+1,True,,,6,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856864
21234e37-720c-5337-a0b6-19ddb99eb535,(732)993-0891,+17329930891,,+1,True,,,7,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856865
21234e37-720c-5337-a0b6-19ddb99eb535,(732)246-4882,+17322464882,,+1,True,,,8,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856866
21234e37-720c-5337-a0b6-19ddb99eb535,(555)867-5309,+15558675309,,+1,False,,,9,OR.GH--Dz789581360--3,2025-10-28T05:29:14.856867
7aed324f-2615-54cd-8846-c9c2fcc88976,(555)867-5309,+15558675309,,+1,False,,,0,OR.GH--Pz705413117--2,2025-10-28T05:29:15.084390
7aed324f-2615-54cd-8846-c9c2fcc88976,(555)867-5309,+15558675309,,+1,False,,,1,OR.GH--Pz705413117--2,2025-10-28T05:29:15.084392
7aed324f-2615-54cd-8846-c9c2fcc88976,(555)867-5309,+15558675309,,+1,False,,,2,OR.GH--Pz705413117--2,2025-10-28T05:29:15.084393
c269c32d-8222-564d-a957-6b5ee63411eb,(111)222-3333,+11112223333,,+1,False,,,0,OR.GH--Gz980002338--3,2025-10-28T05:29:15.474799
8929b24d-e3bb-5b78-9f0f-229bf21f3715,(555)867-5309,+15558675309,,+1,False,,,0,OR.GH--063SAM8S1K7ZK7MFSQ1V,2025-10-28T05:29:15.687959
8929b24d-e3bb-5b78-9f0f-229bf21f3715,(555)867-5309,+15558675309,,+1,False,,,1,OR.GH--063SAM8S1K7ZK7MFSQ1V,2025-10-28T05:29:15.687961
8929b24d-e3bb-5b78-9f0f-229bf21f3715,(555)867-5309,+15558675309,,+1,False,,,2,OR.GH--063SAM8S1K7ZK7MFSQ1V,2025-10-28T05:29:15.687962
7e969c3a-f309-59a8-b684-73b47b381b17,(865)693-2255,+18656932255,,+1,True,,,0,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933593
7e969c3a-f309-59a8-b684-73b47b381b17,(423)588-7130,+14235887130,,+1,True,,,1,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933594
7e969c3a-f309-59a8-b684-73b47b381b17,(865)934-5800,+18659345800,,+1,True,,,2,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933595
7e969c3a-f309-59a8-b684-73b47b381b17,(123)456-4411,+11234564411,,+1,False,,,3,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933596
7e969c3a-f309-59a8-b684-73b47b381b17,(865)693-2255,+18656932255,,+1,True,,,4,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933597
7e969c3a-f309-59a8-b684-73b47b381b17,(865)693-2255,+18656932255,,+1,True,,,5,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933598
7e969c3a-f309-59a8-b684-73b47b381b17,(423)639-0243,+14236390243,,+1,True,,,6,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933599
7e969c3a-f309-59a8-b684-73b47b381b17,(423)588-7140,+14235887140,,+1,True,,,7,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933600
7e969c3a-f309-59a8-b684-73b47b381b17,(555)867-5309,+15558675309,,+1,False,,,8,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933601
7e969c3a-f309-59a8-b684-73b47b381b17,(865)934-5800,+18659345800,,+1,True,,,9,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933602
7e969c3a-f309-59a8-b684-73b47b381b17,(865)637-9330,+18656379330,,+1,True,,,10,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933603
7e969c3a-f309-59a8-b684-73b47b381b17,(865)934-5800,+18659345800,,+1,True,,,11,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933604
7e969c3a-f309-59a8-b684-73b47b381b17,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,12,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933605
7e969c3a-f309-59a8-b684-73b47b381b17,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,13,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933609
7e969c3a-f309-59a8-b684-73b47b381b17,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,14,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933610
7e969c3a-f309-59a8-b684-73b47b381b17,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,15,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933611
7e969c3a-f309-59a8-b684-73b47b381b17,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,16,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933612
7e969c3a-f309-59a8-b684-73b47b381b17,()-,,,,False,(1) The string supplied did not seem to be a phone number.,,17,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933613
7e969c3a-f309-59a8-b684-73b47b381b17,(606)242-1100,+16062421100,,+1,True,,,18,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933614
7e969c3a-f309-59a8-b684-73b47b381b17,(423)745-6575,+14237456575,,+1,True,,,19,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933615
7e969c3a-f309-59a8-b684-73b47b381b17,(865)541-1258,+18655411258,,+1,True,,,20,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933616
7e969c3a-f309-59a8-b684-73b47b381b17,(423)302-1000,+14233021000,,+1,True,,,21,OR.GH--Pz201160789--2,2025-10-28T05:29:15.933617
